"","Belgium","Unspecified Area","Zambia","Democratic Republic of the Congo","British Virgin Islands","Ethiopia","Viet Nam","Venezuela (Bolivarian Republic of)","Uzbekistan","Uruguay","United States of America","Ukraine","United Kingdom","Uganda","United Arab Emirates","Turkey","Trinidad and Tobago","Tonga","Thailand","United Republic of Tanzania","China, Taiwan Province of","Turkmenistan","Syrian Arab Republic","Switzerland","Sweden","Eswatini","Suriname","Sudan (former)","Spain","South Africa","Singapore","Slovakia","Slovenia","Sierra Leone","Saudi Arabia","Sao Tome and Principe","Saint Helena, Ascension and Tristan da Cunha","Serbia and Montenegro","Russian Federation","Romania","Zimbabwe","Qatar","Guinea-Bissau","Portugal","Poland","Philippines","Peru","Paraguay","Papua New Guinea","Czechia","Panama","Norway","Niger","Nicaragua","New Zealand","The former Yugoslav Republic of Macedonia","New Caledonia","Netherlands Antilles (former)","Netherlands","Nepal","Republic of Moldova","Micronesia (Federated States of)","Mozambique","Morocco","Mongolia","Mexico","Mauritius","Mauritania","Malta","Maldives","Malaysia","Malawi","Madagascar","China, Macao SAR","Lithuania","Libya","Lebanon","Lao People's Democratic Republic","Latvia","Kuwait","Republic of Korea","Democratic People's Republic of Korea","Cambodia","Kenya","Kyrgyzstan","Jordan","Japan","Jamaica","Kazakhstan","C??te d'Ivoire","Italy","Israel","Ireland","Iraq","Iran (Islamic Republic of)","Indonesia","India","Iceland","Croatia","Hungary","China, Hong Kong SAR","Honduras","Guatemala","Guam","Greece","Ghana","Bosnia and Herzegovina","Germany","Gabon","French Polynesia","France","Finland","Fiji","Faroe Islands","Estonia","El Salvador","Egypt","Ecuador","Dominican Republic","Denmark","Azerbaijan","Cyprus","Cuba","Costa Rica","Congo","Colombia","China, mainland","Chile","Sri Lanka","Cayman Islands","Cabo Verde","Canada","Cameroon","Myanmar","Bulgaria","Brunei Darussalam","Solomon Islands","Belize","Aruba","Brazil","Bolivia (Plurinational State of)","Bermuda","Bangladesh","Barbados","Bahamas","Austria","Australia","Argentina","Angola","Algeria","Albania","Afghanistan"
"Guam","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Greece","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","1697.95918","0"
"Ghana","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Bosnia and Herzegovina","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Germany","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Gabon","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"French Polynesia","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"France","  576.6217","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     7.43659"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0","11.44091","    0.00"," 1013.0924","   0.0000","0","0","0"," 6513.3088","    0.00","    0.00","36.61090"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","    66.35726","   0.000","   0.000","    0.00","0","0","  4.576363","0","3.432272","0","0","0","0","0","0","5.720454e-01"," 0.00000","0","0","  0.0000","1.144091","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","    69.78954","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","1.144091e+00","0","0"," 3275.5319","    0.00","0","      0.000","4.004318","0","0","0","    0.00","    0.000","0","0","  2.288182","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Finland","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Fiji","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Faroe Islands","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Estonia","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"El Salvador","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Egypt","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Ecuador","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Dominican Republic","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Denmark","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Azerbaijan","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Cyprus","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Cuba","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Costa Rica","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Congo","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
"Colombia","    0.0000","    0.000","0","  0.0000","0","0","    0.0","0","0","  0.0000","     0.00000"," 0.00000","     0.00000","0","   0.000","      0.00","0","0","     0.00","0","    0.0"," 0.00000","    0.00","    0.0000","   0.0000","0","0","0","    0.0000","    0.00","    0.00"," 0.00000"," 0.00000","0","    0.0000","0","0","     0.000","0.000000e+00","   0.000000","0","0","0","     0.00000","   0.000","   0.000","    0.00","0","0","  0.000000","0","0.000000","0","0","0","0","0","0","0.000000e+00"," 0.00000","0","0","  0.0000","0.000000","0","0"," 0.0000","0.00000","    0.00","0","     0.000","0","0","0","0","0","0","0","0","0","    0.00","0","0","    0.0","0","    0.00","    0.00","0","      0","0","     0.00000","     0.00","     0.000","0","0","     0.00","0","0","     0.000","   0.000","0","0","     0.0","0","0.000000e+00","0","0","    0.0000","    0.00","0","      0.000","0.000000","0","0","0","    0.00","    0.000","0","0","  0.000000","0","   0.000","0","    0.00","0","   0.000","      0","    0.00","  0.0000","0","0","0","0","0","     0.0","0","0","0","0","  0.0000","0.000000","0","0","0.000000","0","    0.000","0","0","   0.000","0","   0.00000","0"
